nofinessej;rsej;activite;libactivite;modalite;libmodalite;forme;libforme;noautor;dateautor;nofinesset;rset;noligautor;noligautoranc;noautorarhgos;noimplarhgos;sectpsy;libsectpsy;datemeo;datefin
330796392;PAVILLON DE LA MUTUALITE;51;Soins de suite et de réadaptation spécialisés - Affections de l'appareil locomoteur;09;Adulte (âge >=18 ans);01;Hospitalisation complète (24 heures consécutives ou plus);752610240;2021-12-14;330780529;CLINIQUE MUTUALISTE DE PESSAC;10240;;75-72-75647;75-72-75647;;;2025-12-12;2032-12-11
330000324;ASS LES AMIS DE L'OEUVRE WALLERSTEIN;14;Médecine d'urgence;26;SMUR Structure mobile d'urgence et de réanimation;14;Non saisonnier;752604566;2007-03-20;330780537;HOPITAL PRIVE WALLERSTEIN;4566;;75-72-38158;75-72-38158;;;2007-03-20;2022-09-19
330000324;ASS LES AMIS DE L'OEUVRE WALLERSTEIN;14;Médecine d'urgence;23;SU Structure des urgences;14;Non saisonnier;752605196;2007-03-20;330780537;HOPITAL PRIVE WALLERSTEIN;5196;;75-72-42661;75-72-42661;;;2007-03-20;2022-09-19
330000324;ASS LES AMIS DE L'OEUVRE WALLERSTEIN;03;Gynécologie, obstétrique, néonatologie, réanimation néonatale;01;Gynécologie obstétrique;01;Hospitalisation complète (24 heures consécutives ou plus);752605892;2001-01-09;330780537;HOPITAL PRIVE WALLERSTEIN;5892;;75-72-38157;75-72-38157;;;2001-01-09;2023-05-06
750810814;SERVICE DE SANTE DES ARMEES;18;Traitement du cancer;67;Chimiothérapie ou autres traitements médicaux spécifiques du cancer;15;Forme non précisée;112604896;2013-04-02;330781303;HOPITAL INSTR DES ARMEES ROBERT PICQUE;4896;;75-72-48446;75-72-48446;;;2013-04-02;2018-04-01
750810814;SERVICE DE SANTE DES ARMEES;02;Chirurgie;00;Pas de modalité;01;Hospitalisation complète (24 heures consécutives ou plus);112605633;2013-04-02;330781303;HOPITAL INSTR DES ARMEES ROBERT PICQUE;5633;;75-72-46649;75-72-46649;;;2013-04-02;2025-10-01
750810814;SERVICE DE SANTE DES ARMEES;02;Chirurgie;00;Pas de modalité;07;Chirurgie ambulatoire;112605634;2013-04-02;330781303;HOPITAL INSTR DES ARMEES ROBERT PICQUE;5634;;75-72-46650;75-72-46650;;;2013-02-04;2023-08-03
750810814;SERVICE DE SANTE DES ARMEES;04;Psychiatrie;06;Générale;01;Hospitalisation complète (24 heures consécutives ou plus);112605635;2013-04-02;330781303;HOPITAL INSTR DES ARMEES ROBERT PICQUE;5635;;75-72-46653;75-72-46653;;;2013-04-02;2025-10-01
750810814;SERVICE DE SANTE DES ARMEES;15;Réanimation;09;Adulte (âge >=18 ans);00;Pas de forme;112605636;2013-04-02;330781303;HOPITAL INSTR DES ARMEES ROBERT PICQUE;5636;;75-72-46670;75-72-46670;;;2013-04-02;2025-10-01
750810814;SERVICE DE SANTE DES ARMEES;18;Traitement du cancer;90;Chirurgie des cancers : digestif;00;Pas de forme;112605637;2013-04-02;330781303;HOPITAL INSTR DES ARMEES ROBERT PICQUE;5637;;75-72-46678;75-72-46678;;;2013-04-02;2025-10-01
750810814;SERVICE DE SANTE DES ARMEES;18;Traitement du cancer;95;Chirurgie des cancers : ORL et maxillo-faciale;00;Pas de forme;112607002;2013-04-02;330781303;HOPITAL INSTR DES ARMEES ROBERT PICQUE;7002;;75-72-46679;75-72-46679;;;2013-04-02;2018-04-01
